id,name,shortDescription,longDescription,creationDate,publishedDate,lastModifiedDate,linkURL,linkText,tags,videoStillURL,thumbnailURL,referenceId,length,economics,playsTotal,playsTrailingWeek,FLVFullLength,videoFullLength
"1571453512001","Resumen entrevista a Eladio Aponte Aponte","Resumen entrevista a Eladio Aponte Aponte","","1334853654413","1334853654413","1334855117126","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1571477589001_vs-1571468153001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1571477590001_th-1571468153001.jpg?pubId=986049905001","","487016","AD_SUPPORTED","6795","2","","",
"1780422459001","Mesa ratona","Mesa ratona","","1344635800163","1344635800163","1344639771562","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1780436857001_vs-50258398afaab0e4f0ad6bda-1679485671001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1780436858001_th-50258398afaab0e4f0ad6bda-1679485671001.jpg?pubId=986049905001","","78321","AD_SUPPORTED","0","0","","",
"1900519964001","Salto más largo del mundo","Salto más largo del mundo","","1350239406713","1350239406713","1350239546033","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1900568524001_vs-507b04aeed22b0e434f19964-1094249756001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1900568525001_th-507b04aeed22b0e434f19964-1094249756001.jpg?pubId=986049905001","","565569","AD_SUPPORTED","3894","0","","",
"1310916321001","canciones inéditas de Amy","canciones inéditas de Amy","","1323110121657","1323110121657","1323110608984","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1310926820001_ari-origin06-arc-142-1323110576701.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1310926819001_ari-origin06-arc-142-1323110576263.jpg?pubId=986049905001","","106882","AD_SUPPORTED","228","0","","",
"2623272771001","Mubarak sale de la cárcel y llega al hospital donde quedará en arresto","Mubarak sale de la cárcel y llega al hospital donde quedará en arresto","","1377200089061","1377200089061","1377546752143","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2623299685001_vs-521667d9e4b0100b0b6d1aaa-1592194013001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2623299686001_th-521667d9e4b0100b0b6d1aaa-1592194013001.jpg?pubId=986049905001","","60187","AD_SUPPORTED","31","0","","",
"2043470184001","Adán Chávez proclamado gobernador de Barinas","Adán Chávez proclamado gobernador de Barinas","","1355844671255","1355844671255","1355844880055","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2043475500001_vs-50d08c3fe4b0003708ccc7a5-782203294001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2043475501001_th-50d08c3fe4b0003708ccc7a5-782203294001.jpg?pubId=986049905001","","285768","AD_SUPPORTED","4","0","","",
"2670423662001","Locking, Ailanto y Torreta abren la Fashion Week Madrid","Locking, Ailanto y Torreta abren la Fashion Week Madrid","","1379100685118","1379100685118","1379100841182","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2670456454001_vs-5233680de4b03bcc2496259b-767904719001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2670456456001_th-5233680de4b03bcc2496259b-767904719001.jpg?pubId=986049905001","","89583","AD_SUPPORTED","199","2","","",
"1267551173001","Shakira galardonada como Persona del Año","Shakira galardonada como Persona del Año","","1320931622870","1320931622870","1320931883617","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1267562038001_ari-origin06-arc-123-1320931859759.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1267562037001_ari-origin06-arc-123-1320931859356.jpg?pubId=986049905001","","103887","AD_SUPPORTED","431","0","","",
"1319369654001","Toma de posesión de Cristina Fernández","Toma de posesión de Cristina Fernández","","1323531322889","1323531322889","1323531411846","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1320371831001_vs-1320366892001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1320371832001_th-1320366892001.jpg?pubId=986049905001","","50457","AD_SUPPORTED","189","0","","",
"2164112318001","El atleta Oscar Pistorius detenido acusado de asesinar a su novia","El atleta Oscar Pistorius detenido acusado de asesinar a su novia","","1360847749588","1360847749588","1360847881095","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2164175349001_vs-511ce385e4b02669cc12b4cb-590065947001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2164175350001_th-511ce385e4b02669cc12b4cb-590065947001.jpg?pubId=986049905001","","42191","AD_SUPPORTED","733","0","","",
"1513144205001","Érika de la Vega: “Si yo fuera”","Érika de la Vega: “Si yo fuera”","","1331917750310","1331917750310","1331919860177","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1513183890001_vs-1513169639001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1513183891001_th-1513169639001.jpg?pubId=986049905001","","242649","AD_SUPPORTED","625","0","","",
"2637255876001","Tres alternativas de transporte","Tres alternativas de transporte","","1377827935366","1377827935366","1377828135730","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2637275423001_vs-521ffc5fe4b005116efc28e2-672293879001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2637275425001_th-521ffc5fe4b005116efc28e2-672293879001.jpg?pubId=986049905001","","211952","AD_SUPPORTED","512","0","","",
"2386948800001","Células madre humanas por clonación","Células madre humanas por clonación","","1368718827322","1368718827322","1368719292273","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2386892952001_video-still-for-video-2386948800001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2386892951001_thumbnail-for-video-2386948800001.jpg?pubId=986049905001","","71680","AD_SUPPORTED","168","0","","",
"1942035857001","Propaganda de Romney vinculando a Chávez Obama","Propaganda de Romney vinculando a Chávez Obama","","1351867743107","1351867743107","1351868432589","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1942126278001_ari-origin06-arc-146-1351868026428.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1942126277001_ari-origin06-arc-146-1351868025717.jpg?pubId=986049905001","","31040","AD_SUPPORTED","3576","0","","",
"2737524334001","Visita Museo Hiroshima","Visita Museo Hiroshima","","1381508814097","1381508814097","1381509357031","","","","http://brightcove.vo.llnwd.net/d21/unsecured/media/986049905001/201310/1788/986049905001_2737545688001_vs-525826cee4b0bd174f259810-782203290001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/d21/unsecured/media/986049905001/201310/788/986049905001_2737545689001_th-525826cee4b0bd174f259810-782203290001.jpg?pubId=986049905001","","165666","AD_SUPPORTED","113","0","","",
"1229192970001","Captura de Gadafi vivo","Captura de Cadafi vivo","","1319131327693","1319131327693","1319133834521","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1229227198001_vs-1229216132001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1229227199001_th-1229216132001.jpg?pubId=986049905001","","20867","AD_SUPPORTED","15744","0","","",
"2730009411001","Nobel de Física para los padres del 'bosón de Higgs'","Nobel de Física para los padres del 'bosón de Higgs'","","1381244612596","1381244612596","1381244756416","","","","http://brightcove.vo.llnwd.net/d21/unsecured/media/986049905001/201310/846/986049905001_2730015569001_vs-52541ec4e4b0bd174f24b9df-1592194022001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/d21/unsecured/media/986049905001/201310/2846/986049905001_2730015571001_th-52541ec4e4b0bd174f24b9df-1592194022001.jpg?pubId=986049905001","","72191","AD_SUPPORTED","264","0","","",
"2698493976001","Jesús Hernández comprometido con su nuevo rol en los Leones del Caracas","Jesús Hernández comprometido con su nuevo rol en los Leones del Caracas","","1380247886962","1380247886962","1380248137880","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2698504145001_vs-5244e94ee4b0c576ac101f7a-1592194026001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2698504150001_th-5244e94ee4b0c576ac101f7a-1592194026001.jpg?pubId=986049905001","","130891","AD_SUPPORTED","185","1","","",
"1847928037001","Diputado menciona a Capriles como presidente","Diputado menciona a Capriles como presidente","","1348004700554","1348004700554","1348004836065","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1847940606001_vs-5058eb5cb753b0e4bf736b4c-672293879001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1847940607001_th-5058eb5cb753b0e4bf736b4c-672293879001.jpg?pubId=986049905001","","69614","AD_SUPPORTED","10278","0","","",
"2609102487001","Egipto más de 500 muertos","Egipto ms de 500 muertos","","1376597573896","1376597573896","1376598044419","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2609131406001_vs-520d3645e4b088aaf4460719-672293881001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2609131409001_th-520d3645e4b088aaf4460719-672293881001.jpg?pubId=986049905001","","68383","AD_SUPPORTED","116","0","","",
"2064249831001","Altos precios limitan ventas de fin de año","Altos precios limitan ventas de fin de año","","1356903404589","1356903404589","1356903526997","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2064274422001_vs-50e0b3ece4b03782465e5e63-590065944001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2064274423001_th-50e0b3ece4b03782465e5e63-590065944001.jpg?pubId=986049905001","","178399","AD_SUPPORTED","607","0","","",
"2212364435001","Mandatarios del mundo hacen Guardia de Honor al presidente Chávez","Mandatarios del mundo hacen Guardia de Honor al presidente Chávez","","1362763434866","1362763434866","1362763789652","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2212392978001_vs-513a1eaae4b08e19997f35c3-782203293001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2212392979001_th-513a1eaae4b08e19997f35c3-782203293001.jpg?pubId=986049905001","","865066","AD_SUPPORTED","314","0","","",
"1532688695001","Victor Muñoz presenta a su princesa","Victor Muñoz presenta a su princesa","","1332863044483","1332863044483","1332863781804","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1532711530001_vs-1532707876001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1532711531001_th-1532707876001.jpg?pubId=986049905001","","233942","AD_SUPPORTED","69","0","","",
"2434632597001","David Smolansky - Precandidato alcalde El Hatillo","David Smolansky - Precandidato alcalde El Hatillo","","1370383034479","1370383034479","1370387229207","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2434567502001_video-still-for-video-2434632597001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2434567501001_thumbnail-for-video-2434632597001.jpg?pubId=986049905001","","1302640","AD_SUPPORTED","44","0","","",
"2366596415001","Raquel Barreiro - Plan Eléctrico de 100 días","Raquel Barreiro - Plan Eléctrico de 100 días","","1368055031363","1368055031363","1368056413077","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2366656794001_vs-518adcf7e4b09291a36e6cba-807632870001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2366656795001_th-518adcf7e4b09291a36e6cba-807632870001.jpg?pubId=986049905001","","580732","AD_SUPPORTED","186","0","","",
"2028488081001","Cadena Nacional","Cadena Nacional","","1355246565294","1355246565294","1355246782352","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2028500929001_vs-50c76be5e4b018b56fc886ac-1592194017001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2028500930001_th-50c76be5e4b018b56fc886ac-1592194017001.jpg?pubId=986049905001","","91092","AD_SUPPORTED","493","0","","",
"2720122093001","Lila Vega - Coord. Red de Madres, Padres y Representantes","Lila Vega - Coord. Red de Madres, Padres y Representantes","","1380925049088","1380925049088","1380926574216","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2720148281001_video-still-for-video-2720122093001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2720148280001_thumbnail-for-video-2720122093001.jpg?pubId=986049905001","","1407826","AD_SUPPORTED","318","0","","",
"2552195350001","Nelson Mandela cumple 95 años","Nelson Mandela cumple 95 años","","1374153914185","1374153914185","1374154106338","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2553070692001_vs-51e7ecbae4b0d732cee145ee-782203289001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2553070693001_th-51e7ecbae4b0d732cee145ee-782203289001.jpg?pubId=986049905001","","88770","AD_SUPPORTED","69","0","","",
"2555607318001","Degustación sentida de aceitunas ","Degustación sentida de aceitunas ","","1374271453169","1374271453169","1374271612671","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2555647485001_vs-51e9b7dde4b029d6d35dfa64-590065942001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2555647486001_th-51e9b7dde4b029d6d35dfa64-590065942001.jpg?pubId=986049905001","","79784","AD_SUPPORTED","284","0","","",
"1200287326001","Tren involucrado en el accidente del Tuy medio está bajo lonas","Tren involucrado en el accidente del Tuy medio está bajo lonas","","1317763175777","1317763175777","1317824842038","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1200371720001_vs-1200365564001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1200371721001_th-1200365564001.jpg?pubId=986049905001","","31858","AD_SUPPORTED","1414","0","","",
"2501614758001","Rafael Correa asegura que Assange no le causa 'ningún problema' a Ecuador","Rafael Correa asegura que Assange no le causa 'ningún problema' a Ecuador","","1372018273843","1372018273843","1372018322093","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2501737679001_vs-51c75661e4b081fe5a45bc6a-806787303001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2501740003001_th-51c75661e4b081fe5a45bc6a-806787303001.jpg?pubId=986049905001","","57586","AD_SUPPORTED","667","0","","",
"1456431243001","Martin Scorsese presenta Hugo en Tokio","Martin Scorsese presenta Hugo en Tokio","","1329414221200","1329414221200","1329415708043","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1456447950001_vs-1456440080001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1456447951001_th-1456440080001.jpg?pubId=986049905001","","56820","AD_SUPPORTED","119","0","","",
"1880421007001","Del Bosque sobre el clásico","Del Bosque sobre el clásico","","1349449907328","1349449907328","1349449944647","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1880456018001_vs-506ef8b395afb0e45339e144-590065938001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1880456019001_th-506ef8b395afb0e45339e144-590065938001.jpg?pubId=986049905001","","28631","AD_SUPPORTED","48","0","","",
"1860892516001","Llamado al voto","Llamado al voto","","1348593949247","1348593949247","1348594223657","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1860911631001_vs-5061e91d0a41b0e4498adf25-1206954756001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1860911632001_th-5061e91d0a41b0e4498adf25-1206954756001.jpg?pubId=986049905001","","85496","AD_SUPPORTED","1189","0","","",
"1179167752001","Satélite UARS cayó en el Océano Pacífico","Satélite UARS cayó en el Océano Pacífico","","1316874326247","1316874847950","1316874847966","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1179927507001_vs-1179673467001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1179927508001_th-1179673467001.jpg?pubId=986049905001","","67710","AD_SUPPORTED","1998","0","","",
"2137242278001","Marco Méndez protagoniza  Las Bandidas","Marco Méndez protagoniza  Las Bandidas","","1359843876809","1359843876809","1359921818384","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2139672358001_901868133-23268-1359920849689.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2139672357001_901868133-23268-1359920849492.jpg?pubId=986049905001","","126410","AD_SUPPORTED","268","0","","",
"2192224231001","Mujeres chavistas demuestran su cariño y apoyo a Chávez a las afueras del hospital","Mujeres chavistas demuestran su cariño y apoyo a Chávez a las afueras del hospital","","1361970817430","1361970817430","1361970925032","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2192250761001_vs-512e0681e4b078798ff5f68a-1471893705001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2192250762001_th-512e0681e4b078798ff5f68a-1471893705001.jpg?pubId=986049905001","","52779","AD_SUPPORTED","431","0","","",
"2409333481001","Detienen a activistas homosexuales en una protesta en Moscú","Detienen a activistas homosexuales en una protesta en Moscú","","1369498899776","1369498899776","1369498942658","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2409474187001_vs-51a0e513e4b06abe7f56fbe3-1592194026001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2409474189001_th-51a0e513e4b06abe7f56fbe3-1592194026001.jpg?pubId=986049905001","","42920","AD_SUPPORTED","78","0","","",
"2176099516001","Expediente Carlos Ramos","Expediente Carlos Ramos","","1361295070325","1361295070325","1361302842006","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2176198798001_901868133-161-1361302833279.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2176198797001_901868133-161-1361302833000.jpg?pubId=986049905001","","1754082","AD_SUPPORTED","126","0","","",
"1621956168001","ideológico edit","ideológico edit","","1336153249860","1336153249860","1336154510151","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1621983598001_vs-1621978371001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1621983599001_th-1621978371001.jpg?pubId=986049905001","","122230","AD_SUPPORTED","102","0","","",
"1536839819001","Premios Pepsi Music 2012","Premios Pepsi Music 2012","","1333033522314","1333033522314","1356556011939","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1536870663001_vs-1536858812001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1536870664001_th-1536858812001.jpg?pubId=986049905001","","153809","AD_SUPPORTED","49595","1","","",
"2477719060001","Guillermo Carrasco - Músico","Guillermo Carrasco - Músico","","1371159637235","1371159637235","1371160237335","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2477810277001_vs-51ba3c55e4b0ff0e1c2e9677-1206954750001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2477810278001_th-51ba3c55e4b0ff0e1c2e9677-1206954750001.jpg?pubId=986049905001","","950347","AD_SUPPORTED","241","0","","",
"2686232854001","Mariano Rivera es homenajeado por los Yanquis","Mariano Rivera es homenajeado por los Yanquis","","1379953832386","1379953832386","1379954040555","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2686286969001_vs-52406ca8e4b0ba29f7a4c609-767904725001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2686286970001_th-52406ca8e4b0ba29f7a4c609-767904725001.jpg?pubId=986049905001","","82129","AD_SUPPORTED","126","1","","",
"1906308153001","Encuentran un planeta similar a la Tierra cerca del sistema solar","Encuentran un planeta similar a la Tierra cerca del sistema solar","","1350480188471","1350480188471","1350480314129","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1906380638001_vs-507eb13c3a3bb0e442b488b5-1592194033001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_1906380639001_th-507eb13c3a3bb0e442b488b5-1592194033001.jpg?pubId=986049905001","","83708","AD_SUPPORTED","892","0","","",
"2428204254001","Capriles 'Seguiremos luchando por la verdad'","Capriles tocó el tema de las elecciones municipales","","1370196646700","1370196646700","1370197630475","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2428279758001_vs-51ab8aa6e4b012d81e711c14-1083021587001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2428279761001_th-51ab8aa6e4b012d81e711c14-1083021587001.jpg?pubId=986049905001","","115543","AD_SUPPORTED","619","0","","",
"2579444842001","Informe OMS lactancia materna","Informe OMS lactancia materna","","1375384496692","1375384496693","1375384702417","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2579490833001_vs-51fab3b0e4b008a06042f8ae-590065940001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2579490834001_th-51fab3b0e4b008a06042f8ae-590065940001.jpg?pubId=986049905001","","78530","AD_SUPPORTED","68","0","","",
"2551521599001","Helena Ibarra - Chef","Helena Ibarra - Chef","","1374090721092","1374090721092","1374274690138","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2551527731001_vs-51e6f5e1e4b0d732cee12801-590065942001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2551527732001_th-51e6f5e1e4b0d732cee12801-590065942001.jpg?pubId=986049905001","","954735","AD_SUPPORTED","246","0","","",
"2444779321001","Fallece el escritor británico Tom Sharpe","Fallece el escritor británico Tom Sharpe","","1370611450426","1370611450426","1370611540316","","","","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2445989048001_vs-51b1defae4b038cf4352adc6-1083021587001.jpg?pubId=986049905001","http://brightcove.vo.llnwd.net/e1/pd/986049905001/986049905001_2445989049001_th-51b1defae4b038cf4352adc6-1083021587001.jpg?pubId=986049905001","","59908","AD_SUPPORTED","18","0","","",
